diff,msg,isGood
"mmm a / mortar - hellodagger2 / src / main / java / com / example / hellodagger2 / DaggerService . java <nl> ppp b / mortar - hellodagger2 / src / main / java / com / example / hellodagger2 / DaggerService . java <nl> public class DaggerService { <nl> * / <nl> @ SuppressWarnings ( "" unchecked "" ) / / <nl> public static < T > T getDaggerComponent ( Context context ) { <nl> + / / noinspection ResourceType <nl> return ( T ) context . getSystemService ( SERVICE_NAME ) ; <nl> }",Suppress type checking for getSystemService .,0
mmm a / tests / src / test / java / alluxio / master / file / FileSystemMasterIntegrationTest . java <nl> ppp b / tests / src / test / java / alluxio / master / file / FileSystemMasterIntegrationTest . java <nl> public class FileSystemMasterIntegrationTest { <nl> private int mConcurrencyDepth ; <nl> private AlluxioURI mInitPath ; <nl> <nl> - / * * <nl> + / * * <nl> * Constructs the concurrent freer . <nl> * <nl> * @ param depth the depth of files to be freed,Add javadoc for ConcurrentFreer constructor,0
mmm a / engine / src / main / java / org / terasology / rendering / world / RenderableWorldImpl . java <nl> ppp b / engine / src / main / java / org / terasology / rendering / world / RenderableWorldImpl . java <nl> public void dispose ( ) { <nl> } <nl> <nl> private boolean isChunkValidForRender ( RenderableChunk chunk ) { <nl> - return chunk . isReady ( ) & & areSurroundingChunksLoaded ( chunk ) ; <nl> + return chunk . isReady ( ) ; <nl> } <nl> <nl> private boolean areSurroundingChunksLoaded ( RenderableChunk chunk ) {,simplified check for rendering ready .,0
mmm a / src / main / java / org / telegram / telegrambots / bots / commands / ICommandRegistry . java <nl> ppp b / src / main / java / org / telegram / telegrambots / bots / commands / ICommandRegistry . java <nl> import java . util . Map ; <nl> import java . util . function . BiConsumer ; <nl> <nl> / * * <nl> + * This Interface represents the gateway for registering and deregistering commands . <nl> * <nl> + * @ author tschulz <nl> * / <nl> public interface ICommandRegistry {,add javadoc for ICommandRegistry,0
mmm a / spring - spel / src / test / java / org / baeldung / SpringContextTest . java <nl> ppp b / spring - spel / src / test / java / com / baeldung / SpringContextTest . java <nl> <nl> - package org . baeldung ; <nl> + package com . baeldung ; <nl> <nl> import org . junit . Test ; <nl> import org . junit . runner . RunWith ;,Migrate spring - spel to com . baeldung,0
"mmm a / portlet / src / main / java / org / springframework / security / ui / portlet / PortletAuthenticationDetails . java <nl> ppp b / portlet / src / main / java / org / springframework / security / ui / portlet / PortletAuthenticationDetails . java <nl> public class PortletAuthenticationDetails implements Serializable { <nl> } <nl> <nl> public String toString ( ) { <nl> - return "" User info : "" + userInfo . toString ( ) ; <nl> + return "" User info : "" + userInfo ; <nl> } <nl> }",removed explicit toString ( ) call to prevent NPE when userInfo is null,1
mmm a / core / src / main / java / com / google / zxing / oned / rss / expanded / decoders / AbstractExpandedDecoder . java <nl> ppp b / core / src / main / java / com / google / zxing / oned / rss / expanded / decoders / AbstractExpandedDecoder . java <nl> public abstract class AbstractExpandedDecoder { <nl> return information ; <nl> } <nl> <nl> - final GeneralAppIdDecoder getGeneralDecoder ( ) { <nl> + protected final GeneralAppIdDecoder getGeneralDecoder ( ) { <nl> return generalDecoder ; <nl> },Revert inadvertent change to non,0
mmm a / imagepipeline / src / main / java / com / facebook / imagepipeline / core / ImagePipelineConfig . java <nl> ppp b / imagepipeline / src / main / java / com / facebook / imagepipeline / core / ImagePipelineConfig . java <nl> public class ImagePipelineConfig { <nl> return this ; <nl> } <nl> <nl> + @ Nullable <nl> + public BitmapMemoryCacheFactory getBitmapMemoryCacheFactory ( ) { <nl> + return mBitmapMemoryCacheFactory ; <nl> + } <nl> + <nl> public ImagePipelineExperiments . Builder experiment ( ) { <nl> return mExperimentsBuilder ; <nl> },Add bitmap memory cache factory getter to imagepipeline config .,0
mmm a / project . properties <nl> ppp b / project . properties <nl> maven . compile . optimize = true <nl> <nl> maven . javadoc . links = http : / / java . sun . com / j2se / 1 . 4 . 2 / docs / api / <nl> maven . javadoc . source = 1 . 4 <nl> + maven . javadoc . additionalparam = - linksource <nl> <nl> maven . test . search . classdir = true,added linksource to javadoc so we can navigate from javadoc to source code .,1
mmm a / presto - main / src / main / java / com / facebook / presto / sql / planner / LocalExecutionPlanner . java <nl> ppp b / presto - main / src / main / java / com / facebook / presto / sql / planner / LocalExecutionPlanner . java <nl> public class LocalExecutionPlanner <nl> / / create the table writer <nl> ConnectorPageSink pageSink = getPageSink ( node ) ; <nl> <nl> + <nl> / / Set table writer count <nl> context . setDriverInstanceCount ( writerCount ) ;,Add PageSink to SPI,0
"mmm a / library / src / main / java / com / etsy / android / grid / ExtendableListView . java <nl> ppp b / library / src / main / java / com / etsy / android / grid / ExtendableListView . java <nl> public abstract class ExtendableListView extends AbsListView { <nl> <nl> protected void onSizeChanged ( int w , int h ) { <nl> if ( getChildCount ( ) > 0 ) { <nl> + stopFlingRunnable ( ) ; <nl> mDataChanged = true ; <nl> rememberSyncState ( ) ; <nl> }",Stop FlingRunnable onSizeChanged ( ) to fix crash when forcing columns to change when scrolling at high velocity,1
mmm a / src / main / java / uk / co / real_logic / agrona / concurrent / MessageHandler . java <nl> ppp b / src / main / java / uk / co / real_logic / agrona / concurrent / MessageHandler . java <nl> import uk . co . real_logic . agrona . MutableDirectBuffer ; <nl> / * * <nl> * Callback interface for processing of messages that are read from a buffer . <nl> * / <nl> + @ FunctionalInterface <nl> public interface MessageHandler <nl> { <nl> / * *,Add @ FunctionalInterface annotation to MessageHandler .,0
mmm a / Makefile . am <nl> ppp b / Makefile . am <nl> tsdb_SRC : = \ <nl> src / query / expression / Expression . java \ <nl> src / query / expression / DiffSeries . java \ <nl> src / query / expression / DivideSeries . java \ <nl> + src / query / expression / EDPtoDPS . java \ <nl> src / query / expression / Expression . java \ <nl> src / query / expression / ExpressionDataPoint . java \ <nl> src / query / expression / ExpressionFactory . java \,Add the EDPtoDPS . java class to the makefile .,0
"mmm a / core / src / processing / opengl / PGraphicsOpenGL . java <nl> ppp b / core / src / processing / opengl / PGraphicsOpenGL . java <nl> public class PGraphicsOpenGL extends PGraphics { <nl> } <nl> <nl> public void dispose ( ) { <nl> - System . err . println ( "" disposing "" + this ) ; <nl> reachableWeakReferences . remove ( this ) ; <nl> disposeNative ( ) ; <nl> }",removed printout to system . err,0
mmm a / spring - sleuth / src / test / java / org / baeldung / SpringContextTest . java <nl> ppp b / spring - sleuth / src / test / java / com / baeldung / SpringContextTest . java <nl> <nl> - package org . baeldung ; <nl> + package com . baeldung ; <nl> <nl> import org . junit . Test ; <nl> import org . junit . runner . RunWith ;,Migrate spring - sleuth to com . baeldung,0
mmm a / xds / src / main / java / io / grpc / xds / sds / trust / CertificateUtils . java <nl> ppp b / xds / src / main / java / io / grpc / xds / sds / trust / CertificateUtils . java <nl> final class CertificateUtils { <nl> bis . close ( ) ; <nl> } <nl> } <nl> + <nl> + private CertificateUtils ( ) { } <nl> },add private constructor for utility class .,0
mmm a / cuke4duke - maven - plugin / src / main / java / cuke4duke / mojo / AbstractJRubyMojo . java <nl> ppp b / cuke4duke - maven - plugin / src / main / java / cuke4duke / mojo / AbstractJRubyMojo . java <nl> import org . codehaus . plexus . util . StringUtils ; <nl> / * * <nl> * Base for all JRuby mojos . <nl> * <nl> - * @ requiresDependencyResolution compile <nl> + * @ requiresDependencyResolution test <nl> * / <nl> public abstract class AbstractJRubyMojo extends AbstractMojo {,set maven plugin to resolve test dependencies so test scoped jars are included on the classpath,1
"mmm a / src / com / facebook / buck / android / UnzipAar . java <nl> ppp b / src / com / facebook / buck / android / UnzipAar . java <nl> public class UnzipAar extends AbstractBuildRuleWithDeclaredAndExtraDeps <nl> <nl> @ Override <nl> public SourcePath getSourcePathToOutput ( ) { <nl> - return ExplicitBuildTargetSourcePath . of ( getBuildTarget ( ) , pathToTextSymbolsDir ) ; <nl> + return ExplicitBuildTargetSourcePath . of ( getBuildTarget ( ) , unpackDirectory ) ; <nl> } <nl> <nl> Path getPathToClassesJar ( ) {",Add correct source path to unzipped aar path for UnzipAar ( <issue_id> ) .,1
"mmm GrizzlyResponse . java <nl> ppp GrizzlyResponse . java <nl> + import org . glassfish . grizzly . http . Cookies ; <nl> - private List<Cookie> convertCookies(final List<org . glassfish . grizzly . http . Cookie> grizzlyCookies) { <nl> + private List<Cookie> convertCookies(Cookies cookies) { <nl> - List<Cookie> cookies = new ArrayList<Cookie>(grizzlyCookies . size()) ; <nl> + final org . glassfish . grizzly . http . Cookie[] grizzlyCookies = cookies . get() ; <nl> + List<Cookie> convertedCookies = new ArrayList<Cookie>(grizzlyCookies . length) ; <nl> - cookies . add(new Cookie(gCookie . getDomain(), <nl> + convertedCookies . add(new Cookie(gCookie . getDomain(), <nl>",integrate grizzly 2.2.10,0
"mmm ClientNonNamespaceListOperation . java <nl> ppp ClientNonNamespaceListOperation . java <nl> + import java . io . InputStream ; <nl> mmm ClientNonNamespaceOperation . java <nl> ppp ClientNonNamespaceOperation . java <nl> + import java . io . InputStream ; <nl> - LoadCreateable<T, D> { <nl> + Loadable<InputStream, R> { <nl> mmm ClientOperation . java <nl> ppp ClientOperation . java <nl> - public interface ClientOperation<C extends KubernetesClient, T, L, D, R extends ClientResource<T, D>> extends <nl> - ClientAware<C>, <nl> - Namespaceable<ClientNonNamespaceOperation<C, T, L, D, R>>, <nl> + import java . io . InputStream ; <nl> + public interface ClientOperation<K extends KubernetesClient, T, <nl>",remove createfromloadable refactor createable so that it can handle var-args or 1,1
mmm a / flink - runtime / src / main / java / org / apache / flink / runtime / scheduler / DefaultSchedulerFactory . java <nl> ppp b / flink - runtime / src / main / java / org / apache / flink / runtime / scheduler / DefaultSchedulerFactory . java <nl> public class DefaultSchedulerFactory implements SchedulerNGFactory { <nl> switch ( scheduleMode ) { <nl> case EAGER : <nl> return new EagerSchedulingStrategy . Factory ( ) ; <nl> + case LAZY_FROM_SOURCES_WITH_BATCH_SLOT_REQUEST : <nl> case LAZY_FROM_SOURCES : <nl> return new LazyFromSourcesSchedulingStrategy . Factory ( ) ; <nl> default :,Enable scheduling for ScheduleMode . LAZY_FROM_SOURCES_WITH_BATCH_SLOT_REQUEST .,0
mmm a / enterprise / ha / src / test / java / org / neo4j / ha / StandaloneDatabase . java <nl> ppp b / enterprise / ha / src / test / java / org / neo4j / ha / StandaloneDatabase . java <nl> public class StandaloneDatabase <nl> < T > T executeJob ( Job < T > job ) throws Exception ; <nl> } <nl> <nl> - private static class StartupFailureException extends Exception <nl> + public static class StartupFailureException extends Exception <nl> { <nl> StartupFailureException ( Throwable cause ) <nl> {,Made exception public to allow reflective use .,1
mmm a / src / main / java / org / jboss / netty / handler / execution / MemoryAwareThreadPoolExecutor . java <nl> ppp b / src / main / java / org / jboss / netty / handler / execution / MemoryAwareThreadPoolExecutor . java <nl> public class MemoryAwareThreadPoolExecutor extends ThreadPoolExecutor { <nl> try { <nl> wait ( ) ; <nl> } catch ( InterruptedException e ) { <nl> - / / Ignore <nl> + Thread . currentThread ( ) . interrupt ( ) ; <nl> } finally { <nl> waiters - - ; <nl> },Catch InterruptedException and interrupt the current Thread so we at least give someone the chance todo something about it .,1
mmm a / InsertionSort . java <nl> ppp b / Sorts / InsertionSort . java <nl> class InsertionSort <nl> } <nl> input . close ( ) ; <nl> } <nl> - } <nl> \ No newline at end of file <nl> + },Rename InsertionSort . java to Sorts / InsertionSort . java,0
mmm a / src / ai / susi / server / api / cms / ModifyExpertService . java <nl> ppp b / src / ai / susi / server / api / cms / ModifyExpertService . java <nl> import java . nio . file . Files ; <nl> * / <nl> public class ModifyExpertService extends AbstractAPIHandler implements APIHandler { <nl> <nl> - private static final long serialVersionUID = 18344224L ; <nl> + private static final long serialVersionUID = - 1834363513093189312L ; <nl> <nl> @ Override <nl> public BaseUserRole getMinimalBaseUserRole ( ) { return BaseUserRole . ANONYMOUS ; },Added serialVersionUID for ModifyExpertService,1
mmm a / frontend / server / src / main / java / org / pytorch / serve / ModelServer . java <nl> ppp b / frontend / server / src / main / java / org / pytorch / serve / ModelServer . java <nl> public class ModelServer { <nl> Runtime . getRuntime ( ) <nl> . addShutdownHook ( <nl> new Thread ( ) { <nl> + @ Override <nl> public void run ( ) { <nl> modelServer . stop ( ) ; <nl> },added override to fix PMD error,1
"mmm a / service - monitor / src / main / java / com / yahoo / vespa / service / monitor / SlobrokMonitor2 . java <nl> ppp b / service - monitor / src / main / java / com / yahoo / vespa / service / monitor / SlobrokMonitor2 . java <nl> public class SlobrokMonitor2 implements AutoCloseable { <nl> case "" metricsproxy "" : <nl> case "" slobrok "" : <nl> case "" transactionlogserver "" : <nl> - case "" ytracecleaner "" : <nl> return Optional . empty ( ) ; <nl> <nl> case "" topleveldispatch "" :",Remove reference to ytracecleaner,0
mmm a / src / com / google / javascript / jscomp / DefaultPassConfig . java <nl> ppp b / src / com / google / javascript / jscomp / DefaultPassConfig . java <nl> public final class DefaultPassConfig extends PassConfig { <nl> <nl> @ Override <nl> protected FeatureSet featureSet ( ) { <nl> - return ES5 ; <nl> + return ES8_MODULES ; <nl> } <nl> } ;,Enable ` DevirtualizePrototypeProperties ` for ES8_MODULES to fix bug,1
"mmm a / src / com / facebook / buck / jvm / java / JarFattener . java <nl> ppp b / src / com / facebook / buck / jvm / java / JarFattener . java <nl> public class JarFattener extends AbstractBuildRule implements BinaryBuildRule { <nl> "" com / facebook / buck / jvm / java / FatJarMain . java "" ; <nl> <nl> private final SourcePathRuleFinder ruleFinder ; <nl> + @ AddToRuleKey <nl> private final Javac javac ; <nl> + @ AddToRuleKey <nl> private final JavacOptions javacOptions ; <nl> @ AddToRuleKey <nl> private final SourcePath innerJar ;",Add compiler params to the rule key .,0
